Instrumento;Unidade Gestora;Aditivo;Tipo de Instrumento;CNPJ;Instituição;Órgão Responsável;Vinculação;Nº Modalidade;Nº Processo;Objeto;Data de Assinatura;Vigência;Valor Concedente;Valor Convenente;Valor Total;
 002/2021 - INFRA;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Cooperação;40.173.726/0001-40;INSTITUTO DE TERRAS E CARTOGRAFIA DO ESTADO DO RIO DE JANEIRO - ITERJ;SECRETARIA MUNICIPAL DE INFRAESTRUTURA;Não se Aplica;; 16.906/2020;Transferência de conhecimento técnico-jurídico, para que o Município de Macaé possa dar continuidade ao seu programa institucional de regularização fundiária, mais especificamente, na localidade denominada Nova Esperança, em atendimento ao Convênio celebrado entre o Município de Macaé, a Caixa e o Ministério do Desenvolvimento Regional (Termo de Compromisso 0354777-62 ? Pró- Moradia). A localidade compreende 3 bacias (áreas de trabalho), sendo estas, em parte de propriedade do Município de Macaé, em parte correspondendo ao lotes 24, 26 e 28 da Gleba Mato Escuro, de propriedade do Estado. Esta cooperação viabilizará, também, a interiorização da Regularização Fundiária de Interesse Social, conforme previsto no art. 4º , inciso XXI, do Decreto Estadual nº 26.818/2000. O Plano de Trabalho é parte integrante do Termo de Cooperação Técnica.;2021-08-05;36 (TRINTA E SEIS) MESES, A CONTAR DA DATA DA PUBLICAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;
 380/2021;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Doação;27.136.980/0001-00;Ministério da Mulher, da Família e dos Direitos Humanos;GABINETE DO PREFEITO;Não se Aplica;; 3198/2022;Doação de bens móveis, conforme identificação no Resumo Operacional do Termo, anexo ao termo de doação.;2022-03-16;Não se aplica;R$ 254.361,52;R$ 0,00;R$ 254.361,52;
 130/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;30.295.513/0001-38;Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ.;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 12.008/2021;Instalação e funcionamento, sem exclusividade, de Posto de Identificação Civil pelo Município, sob a orientação e supervisão da Diretoria de Identificação Civil do DETRAN/RJ,com o objetivo de promover o atendimento, cadastramento e fornecimento de Carteiras de Identidade ao público em geral.;2022-01-03;60 (sessenta) meses, a contar de sua publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 130/2021;Prefeitura Municipal de Macaé;1º Aditivo;Convênio;30.295.513/0001-38;Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ.;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 33.367/2022;Modificação da cláusula segunda, caput, alterando o endereço do Posto de Identificação Civil instalado no Município de Macaé, bem como, a modificação da cláusula quinta, caput, com a inclusão do item 20.;2022-09-05;60 meses a contar da data da sua publicação do instrumento original;R$ 0,00;R$ 0,00;R$ 0,00;
 121/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;39.223.581/0001-66;Município de Rio das Ostras;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 27607/2021;Cessão de servidor da Prefeitura Municipal de Rio das Ostras - RJ para a Prefeitura Municipal de Macaé - RJ, tratando-se da senhora Lidiane de Oliveira Cortez Motta.;2021-12-29;31/12/2021;R$ 0,00;R$ 0,00;R$ 0,00;
 087/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;30.295.513/0001-38|42.498.600/0001-71;Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ|Estado do Rio de Janeiro;SECRETARIA MUNICIPAL DE MOBILIDADE URBANA;Não se Aplica;; 392487/2021;União dos meios materiais e humanos na administração do trânsito no território do Município, inclusive quanto ao exercício do poder de polícia, em decorrência das atribuições delegadas pelos artigos 22 e 24, do CTB, competindo-lhes, em conjunto ou separadamente, a aplicação das penalidades de multas cabíveis estabelecidas nos referidos dispositivos legais.;2022-02-08;4 anos (contados da data da publicação no DOERJ);R$ 0,00;R$ 0,00;R$ 0,00;
 083/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;39.223.581/0001-66;Município de Rio das Ostras - RJ.;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 6988/2021;Formalizar a cessão da servidora Camila de Souza Fonte Miranda, brasileira, CPF nº 113.665.467-41, ocupante do cargo efetivo de Agente Administrativo, Matrícula nº 11207-0, oriunda do Município de Rio das Ostras, para exercer suas atividades laborativas no órgão Cessionário, considerando a essencialidade desse profissional para o pleno funcionamento das atividades desenvolvidas no órgão Cessionário.;2021-04-21;06 (seis) meses a contar da data da publicação da Portaria de Cessão.;R$ 0,00;R$ 0,00;R$ 0,00;
 040/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;29.223.492/0053-97;Empresa de Assistência Técnica e Extensão Rural do Estado do Rio de Janeiro - EMATER-RIO;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 27743/2021;Execução de atividades de assistência técnica e extensão rural, fundamentadas nas políticas públicas, no âmbito da EMATER-RIO, voltadas para o desenvolvimento econômico, social e ambiental da agropecuária municipal, tendo como unidade de planejamento e intervenção a microbacia hidrográfica e como público prioritário os agricultores familiares das comunidades rurais a ela vinculada, de acordo com o Plano de Trabalho.;2021-12-15;12 (doze) meses, a contar de sua publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 034/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;39.223.581/0001-66;Município de Rio das Ostras;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 3.790/2021;Cessão do servidor do Município de Macaé - RJ para o Município de Rio das Ostras - RJ para investidura em cargo de provimento em Comissão/Função Gratificada com a finalidade de contribuir para o desempenho da missão Institucional do município Cessionário, tratando-se do servidor Fernando Lima Brolo.;2021-05-26;48 (quarenta e oito) meses a contar da data da publicação da Portaria de Cessão.;R$ 0,00;R$ 0,00;R$ 0,00;
 027/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;;Município de São José de Ubá;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 10695/2021;Cessão da servidora do Município de Macaé/RJ para o Município de São José de Ubá/RJ, tratando-se da Senhora ZILDA DE OLIVEIRA SILVA, auxiliar de manutenção e conservação de estrada - SANA, matrícula nº 42907.;2021-05-03;Até 31 (trinta e um) de dezembro de 2024 a contar de 3 (três) de maio de 2021.;R$ 0,00;R$ 0,00;R$ 0,00;
 020/2021;Prefeitura Municipal de Macaé;3º Aditivo;Termo de Cooperação;42.498.659/0001-60;SECRETARIA DE ESTADO DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Chamamento Público;; 13059/2025;O presente Termo tem por objeto a concessão de vagas para estágio curricular obrigatório em unidades escolares da rede municipal de ensino, aos estudantes regularmente matriculados nas unidades escolares de ensino médio no Curso Normal da Secretaria de Estado de Educação, visando a sua preparação para o trabalho produtivo e a formação integral do educando, em conformidade com as diretrizes estabelecidas no Plano de Trabalho.;2024-10-14;60 meses;R$ 0,00;R$ 0,00;R$ 0,00;
 012/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;04.936.616/0001-20;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 34.816/2021;Disciplinamento das rotinas administrativas relacionadas à cessão de servidor pertencente ao Município de Macaé, e como ocorrerá o ressarcimento dos valores referentes ao pagamento da remuneração, incluindo, neste quantum, os encargos estatutários e previdenciários previstos legalmente relativos ao servidor cedido.;2021-12-16;Até 31 (trinta e um) de dezembro de 2024;R$ 0,00;R$ 0,00;R$ 0,00;
 011/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;21.337.238/0001-87;Autarquia Empresa Pública de Transportes - EPT do Município de Maricá/RJ;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 29740/2021;Disciplinamento das rotinas administrativas relacionadas à cessão de servidor pertencente ao Município de Macaé, e como ocorrerá o ressarcimento dos valores referentes ao pagamento da remuneração, incluindo, neste quantum, os encargos estatutários e previdenciários previstos legalmente relativos ao servidor cedido.;2021-10-04;vigorará até o dia 31 de dezembro de 2024;R$ 0,00;R$ 0,00;R$ 0,00;
 010/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;29.116.894/0001-61;Município de Campos dos Goytacazes.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 34.656/2021;Disciplinamento das rotinas administrativas relacionadas à cessão de servidor pertencente ao Município de Macaé, e como ocorrerá o ressarcimento dos valores referentes ao pagamento da remuneração, incluindo, neste quantum, os encargos estatutários e previdenciários previstos legalmente relativos ao servidor cedido.;2021-12-16;31 de dezembro de 2024, a contar da data da sua assinatura.;R$ 0,00;R$ 0,00;R$ 0,00;
 009/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;42.411.249/0001-30;Autarquia Empresa de Obras Públicas do Estado do Rio de Janeiro - EMOP.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 33.773/2021;Disciplinamento das rotinas administrativas relacionadas à cessão de servidor pertencente ao Município de Macaé, e como ocorrerá o ressarcimento dos valores referentes ao pagamento da remuneração, incluindo, neste quantum, os encargos estatutários e previdenciários previstos legalmente relativos ao servidor cedido.;2021-11-08;vigorará até o dia 31 de dezembro de 2024;R$ 0,00;R$ 0,00;R$ 0,00;
 008/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.741.080/0001-55;Município de Itaboraí;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 30429/2021;Disciplinamento das rotinas administrativas relacionadas à cessão de servidor pertencente ao Município de Macaé, e como ocorrerá o ressarcimento dos valores referentes ao pagamento da remuneração, incluindo, neste quantum, os encargos estatutários e previdenciários previstos legalmente relativos ao servidor cedido.;2021-11-17;31/12/2024;R$ 0,00;R$ 0,00;R$ 0,00;
 007/2021;Prefeitura Municipal de Macaé;2º Aditivo;Convênio;34.075.739/0094-83;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 21.110/2024;Modificação da cláusula primeira, caput  para inclusão do Curso Superior de Bacharelado em Medicina Veterinária.;2024-08-28;Não alterada;R$ 0,00;R$ 0,00;R$ 0,00;
 007/2021;Prefeitura Municipal de Macaé;3º Aditivo;Convênio;34.075.739/0094-83;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA;SECRETARIA MUNICIPAL DE GESTÃO DE PESSOAS;Não se Aplica; 007/2021; 26394/2025;Modificação da cláusula primeira, caput  para inclusão do Curso Técnico de Enfermagem.;2025-09-01;09/11/2026;R$ 0,00;R$ 0,00;R$ 0,00;
 007/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;34.075.739/0094-83;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 012/2021; 22517/2021;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição CONVENENTE e que frequentem efetivamente o(s) curso(s) de  Engenharia Mecânica, Engenharia Civil, Engenharia de Produção, Enfermagem, Administração, Nutrição, Psicologia, Educação Física, Ciências Contábeis e Biomedicina.;2021-11-10;05 (CINCO) ANOS A CONTAR DA DATA DA ASSINATURA;R$ 0,00;R$ 0,00;R$ 0,00;
 007/2021;Prefeitura Municipal de Macaé;1º Aditivo;Convênio;34.075.739/0094-83;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica; 012/2021; 18105/2022;Modificação da cláusula primeira, caput  para inclusão dos cursos de Administração, Artes Visuais, Biomedicina, Ciências Biológicas, Ciências Contábeis, Computação, Educação Física, Engenharia Civil, Engenharia Mecânica, Engenharia de Produção, Estética e Cosmética, Farmácia, Filosofia, Física, Fisioterapia, Geografia, História, Letras-Espanhol, Letras-Inglês, Letras-Libras, Letras-Português, Matemática, Nutrição, Pedagogia, Processos Escolares, Química, Radiologia, Serviço Social, Sociologia, Teologia, Turismo, na modalidade de ensino à distância.;2022-08-09;mantida vigência de 5 anos a contar da data da assinatura do original assinado em 10/11/2021;R$ 0,00;R$ 0,00;R$ 0,00;
 06/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;;Município de São José de Ubá;GABINETE DO PREFEITO;Não se Aplica;; 2099/2021;A cessão do servidor da Prefeitura Municipal de São José de Ubá/RJ para a Prefeitura Municipal de Macaé/RJ, tratando-se do Senhor FILIPE ALBERNAZ MOTHÉ, advogado, Matrícula nº 1006-1, CPF: nº 101.521.087-26.;2021-01-04;01/05/2022;R$ 0,00;R$ 0,00;R$ 0,00;
 006/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;02.538.076/0002-81;CETAP CENTRO DE ENSINO E TREINAMENTO APLICADO A PROFISSIONAIS LTDA;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 012/2021; 23762/2021;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição CONVENENTE e que frequentem efetivamente o(s) curso(s) de Técnico em Administração, Técnico em Comércio Exterior, Técnico em Contabilidade, Técnico em Eventos, Técnico em Logística, Técnico em Recursos Humanos, Técnico em Secretariado e Técnico em Secretaria Escolar.;2021-11-09;05 (CINCO) ANOS A CONTAR DA DATA DA ASSINATURA;R$ 0,00;R$ 0,00;R$ 0,00;
 005/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;02.261.854/0001-57;Uninter Educacional S/A;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 012/2021; 15.234/2021;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição CONVENENTE e que frequentem efetivamente o(s) curso(s) de Geografia  História  Letras  Matemática  Pedagogia e Filosofia.;2021-09-27;05 (cinco) anos a contar da assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 004/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;02.558.975/0001-65;Sociedade Técnica Educacional da Lapa S/A;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 012/2021; 16.081/2021;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição convenente e que frequentem efetivamente o(s) curso(s) de Licenciatura em Geografia  Licenciatura em História  Licenciatura em Letras (Português/Espanhol)  Licenciatura em Letras (Português/Inglês)  Licenciatura em Matemática e Licenciatura Pedagogia  Formação Pedagógica de Docentes para Educação Básica  Serviço Social e Engenharia de Produção.;2021-09-14;05 (cinco) anos a contar da assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 03/2021;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Parceria;42.498.659/0001-60;ESTADO DO RIO DE JANEIRO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Não se Aplica;; 600230/2025;O objeto caracteriza a necessidade de prorrogação do prazo para consecução de sua finalidade pública.;2025-03-12;12 meses;R$ 0,00;R$ 0,00;R$ 0,00;
 003/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.523.215/0001-06;UNIVERSIDADE FEDERAL FLUMINENSE - UFF;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 012/2021; 13763/2021;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição CONVENENTE e que frequentem efetivamente o(s) curso(s) de Enfermagem  Fonoaudiologia  Serviço Social  Direito e Psicologia.;2021-08-16;05 (CINCO) ANOS A CONTAR DA DATA DA ASSINATURA;R$ 0,00;R$ 0,00;R$ 0,00;
 003/2021;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;14.025.815/0001-30;PROTEÇÃO E DEFESA DO CONSUMIDOR DO ESTADO DO RIO DE JANEIRO - PROCON/RJ;SECRETARIA MUNICIPAL ADJUNTA DE DEFESA DO CONSUMIDOR - PROCON/MACAÉ ;Não se Aplica;; 3457/2021;MUNICIPALIZAÇÃO DO SISTEMA DE PROTEÇÃO E DEFESA DO CONSUMIDOR PELO PROCON-RJ, COM A IMPLANTAÇÃO DO SISTEMA NACIONAL DE INFORMAÇÕES DE DEFESA DO CONSUMIDOR - SINDEC, COMPREENDENDO A AUTORIZAÇÃO DE USO DO SOFTWARE DO SISTEMA NACIONAL DE INFORMAÇÕES DE DEFESA DO CONSUMIDOR - SINDEC, E AS ATRIBUIÇÕES DE AUTENTICAR, ABRIR E ENCERRAR O LIVRO DE RECLAMAÇÕES, NOS TERMOS PREVISTOS NO DECRETO ESTADUAL Nº 44.810/2014 E LEI ESTADUAL Nº 6.613/2013.;2021-05-17;36 (TRINTA E SEIS) MESES;R$ 0,00;R$ 0,00;R$ 0,00;
 002/2021;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;01.663.028/0003-33;NAKED & VIEIRA LTDA;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 012/2021; 13535/2021;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição CONVENENTE e que frequentem efetivamente o(s) curso(s) de Técnico em Enfermagem  Técnico em Radiologia e de Especialização Técnica em Enfermagem do Trabalho.;2021-08-16;05 (CINCO) ANOS A CONTAR DA DATA DA ASSINATURA;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2021;Prefeitura Municipal de Macaé;3º Aditivo;Termo de Fomento;29.115.946/0001-85;Associação Pestalozzi de Macaé;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS E ACESSIBILIDADE;Inexigibilidade; 001/2018; 3.732/2024;Modificação da cláusula terceira, caput, a manutenção da cláusula quinta, caput e seu parágrafo quarto, bem como a apresentação de novo plano de trabalho previamente aprovado.;2024-05-07;12 (doze) meses a contar do dia 07 (sete) de maio de 2024;R$ 477.099,94;R$ 0,00;R$ 477.099,94;
 001/2021;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Cooperação;29.893.617/0001-65;Câmara Municipal de Macaé;SECRETARIA MUNICIPAL ADJUNTA DE PLANEJAMENTO;Não se Aplica;; 177/2021;Inclusão do parágrafo único na cláusula quinta do Termo de Cooperação Técnica visando prorrogação do prazo inicialmente estabelecido.;2024-12-04;1º de janeiro de 2025 a 31 de maio de 2028;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2021;Prefeitura Municipal de Macaé;Rescisão Contratual;Termo de Fomento;29.115.946/0001-85;ASSOCIAÇÃO PESTALOZZI DE MACAÉ;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS, ACESSIBILIDADE E ECONOMIA SOLIDÁRIA;Inexigibilidade; 001/2018; 3.732/2024;Promover o estudo, o tratamento, a educação e o ajustamento de crianças e adolescentes, que por seu desenvolvimento mental, aptidões ou caráter excepcionais, necessitam assistência individual em ambiente médico-pedagógico especialmente orientado, não fazendo distinção ou restrições relativas a raça, cor, condição social ou posições políticas ou religiosas tendo a ação caráter filantrópico e baseada no estudo, mais objetivo possível, das necessidades e possibilidades individuais orientadas para o bem estar coletivo e melhoria do padrão sócio econômico.;2025-04-02;Rescisão em 02/04/2025;R$ 0,00;R$ 0,00;R$ 0,00;
